DRG Code,DRG Definition,HRR State,HHR Region,Hospital Referral Region (HRR) Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,Row,Column,Region,Divison,State
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Knoxville,TN - Knoxville,38,17198.05,5269.32,4278.11,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Nashville,TN - Nashville,59,38953.81,5301.25,4326.97,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Nashville,TN - Nashville,87,25744.37,8364.07,7265.38,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Nashville,TN - Nashville,54,13249.19,5877.5,5126.31,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Nashville,TN - Nashville,40,25475.85,5662.78,4696.18,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Memphis,TN - Memphis,159,26762.82,6111.25,4996.27,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Memphis,TN - Memphis,137,21057.86,7845.25,5976.74,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Knoxville,TN - Knoxville,15,21756.13,5871.0,4623.87,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Memphis,TN - Memphis,11,25505.82,7228.09,4923.91,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Nashville,TN - Nashville,144,21802.17,5938.86,4581.49,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Knoxville,TN - Knoxville,28,27057.04,4680.5,3883.11,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Knoxville,TN - Knoxville,30,15469.07,5644.17,4664.9,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Nashville,TN - Nashville,106,26087.04,5505.0,4450.06,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Nashville,TN - Nashville,176,11309.73,5627.29,4647.38,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Jackson,TN - Jackson,24,10532.58,4945.08,3795.58,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Jackson,TN - Jackson,46,35303.96,5431.33,4753.24,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Johnson City,TN - Johnson City,88,24739.95,6048.34,5026.28,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Nashville,TN - Nashville,44,21689.43,5915.7,5092.25,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Knoxville,TN - Knoxville,12,40597.92,5403.75,4469.75,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Knoxville,TN - Knoxville,53,18557.11,6173.51,5061.55,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Jackson,TN - Jackson,35,8041.09,5741.89,5037.17,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Memphis,TN - Memphis,39,44957.64,5290.51,4417.85,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Nashville,TN - Nashville,55,16089.62,5568.31,4442.09,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Knoxville,TN - Knoxville,15,15984.33,5495.33,4328.13,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Nashville,TN - Nashville,99,25350.29,5241.8,4145.35,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Nashville,TN - Nashville,42,31945.86,5847.88,5015.21,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Knoxville,TN - Knoxville,64,26671.0,5945.8,4322.11,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Chattanooga,TN - Chattanooga,120,19286.55,5133.41,3910.86,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,AL,Huntsville,AL - Huntsville,47,12845.96,5824.49,4902.11,5,7,South,South - East South Central,Alabama
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Chattanooga,TN - Chattanooga,55,14025.95,7362.25,6276.29,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Memphis,TN - Memphis,54,19540.91,6385.89,5481.57,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Knoxville,TN - Knoxville,14,11904.79,4522.86,3536.0,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Knoxville,TN - Knoxville,50,29665.04,5394.66,3754.5,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Knoxville,TN - Knoxville,47,14625.34,5620.26,4539.43,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Jackson,TN - Jackson,25,20678.28,4966.48,3967.28,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Nashville,TN - Nashville,81,18449.42,6523.02,5261.67,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Nashville,TN - Nashville,30,28502.17,5478.43,4518.3,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Nashville,TN - Nashville,12,10466.92,6265.75,5335.42,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Nashville,TN - Nashville,62,53061.13,5582.48,4677.19,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Nashville,TN - Nashville,19,14825.32,5560.89,4644.05,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Nashville,TN - Nashville,77,36533.05,5816.17,4416.79,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Nashville,TN - Nashville,48,21756.63,5436.31,4440.13,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Knoxville,TN - Knoxville,39,33899.95,5225.54,4231.9,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Chattanooga,TN - Chattanooga,83,39624.67,7283.61,5907.02,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Nashville,TN - Nashville,83,45572.78,6476.4,5293.87,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Knoxville,TN - Knoxville,29,13652.03,5233.9,4351.38,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Nashville,TN - Nashville,45,25263.96,6122.71,5177.56,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Kingsport,TN - Kingsport,38,28316.08,5507.89,4567.05,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Knoxville,TN - Knoxville,13,8990.08,6235.15,5563.46,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Jackson,TN - Jackson,14,7935.57,6131.43,5417.71,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Jackson,TN - Jackson,34,40367.53,5510.59,4145.65,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Memphis,TN - Memphis,54,44743.07,6884.07,5567.54,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Johnson City,TN - Johnson City,41,22346.73,5640.73,4540.88,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Chattanooga,TN - Chattanooga,58,42486.79,5696.84,4734.91,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Nashville,TN - Nashville,82,24342.41,5659.32,4623.54,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Jackson,TN - Jackson,24,36944.46,5538.75,4548.58,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Nashville,TN - Nashville,42,46971.52,5951.83,4996.17,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Nashville,TN - Nashville,37,40662.51,6071.7,4561.54,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Nashville,TN - Nashville,24,26505.92,5633.83,4598.5,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Nashville,TN - Nashville,17,14266.76,6593.12,5568.41,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Nashville,TN - Nashville,31,24694.74,5815.58,4773.0,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TN,Memphis,TN - Memphis,50,47368.98,5975.74,4677.84,5,8,South,South - East South Central,Tennessee
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,El Paso,TX - El Paso,61,51896.28,7861.23,6397.9,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,San Antonio,TX - San Antonio,64,21706.23,5697.47,4409.05,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Wichita Falls,TX - Wichita Falls,142,30006.05,7058.92,5702.8,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Bryan,TX - Bryan,93,28334.2,6158.51,5146.87,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Dallas,TX - Dallas,45,34927.07,17229.64,14620.31,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Houston,TX - Houston,67,25342.19,13138.97,9486.57,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Dallas,TX - Dallas,227,24770.41,8700.24,5462.92,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Victoria,TX - Victoria,68,26684.91,5325.79,4388.07,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,El Paso,TX - El Paso,29,18951.76,10887.03,8944.76,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Harlingen,TX - Harlingen,41,64381.59,7647.29,6354.41,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,San Antonio,TX - San Antonio,43,45673.26,7153.0,5934.67,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,LA,Shreveport,LA - Shreveport,17,22896.0,5585.65,4637.65,6,6,South,South - West South Central,Louisiana
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Harlingen,TX - Harlingen,67,33283.34,6854.94,5454.1,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Beaumont,TX - Beaumont,99,33625.58,6910.01,4874.29,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Houston,TX - Houston,17,42498.88,11075.53,9096.76,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Longview,TX - Longview,80,25632.89,6723.41,5235.75,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Fort Worth,TX - Fort Worth,14,28902.29,11731.5,10071.79,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Lubbock,TX - Lubbock,108,68391.62,6314.19,4758.2,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Waco,TX - Waco,118,19040.77,5519.35,4411.47,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Dallas,TX - Dallas,85,24012.79,8141.05,6034.04,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Corpus Christi,TX - Corpus Christi,106,40142.53,6770.83,5299.39,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Dallas,TX - Dallas,43,32054.51,9144.95,6441.91,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Waco,TX - Waco,40,20955.5,6843.03,5790.65,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Temple,TX - Temple,136,21440.93,8432.85,5805.51,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Abilene,TX - Abilene,17,16211.35,8017.65,7196.0,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Austin,TX - Austin,70,47731.2,6925.16,5511.67,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,San Antonio,TX - San Antonio,189,37060.95,6722.76,5307.61,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Fort Worth,TX - Fort Worth,83,28627.13,6487.89,4956.83,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Houston,TX - Houston,27,26521.52,11634.74,8811.81,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Houston,TX - Houston,69,24113.61,5746.81,4603.28,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Lubbock,TX - Lubbock,11,13431.36,7249.82,6345.45,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Abilene,TX - Abilene,13,15408.0,8818.38,7739.0,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Dallas,TX - Dallas,91,26781.92,6444.56,5506.74,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Tyler,TX - Tyler,47,14972.64,6612.79,5683.21,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Corpus Christi,TX - Corpus Christi,35,37799.17,7118.57,6226.11,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Tyler,TX - Tyler,87,52331.98,6033.09,4695.82,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Fort Worth,TX - Fort Worth,50,45007.12,5352.22,4380.86,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Dallas,TX - Dallas,17,22256.65,6932.41,5905.12,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,San Antonio,TX - San Antonio,33,46804.82,6141.52,5230.48,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Houston,TX - Houston,62,63763.42,7619.89,6734.92,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Waco,TX - Waco,48,26432.21,7004.25,5918.6,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Tyler,TX - Tyler,185,37160.0,5726.56,4482.34,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,San Antonio,TX - San Antonio,49,20827.61,5769.24,4593.1,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,El Paso,TX - El Paso,63,58692.57,7087.03,5659.79,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,San Antonio,TX - San Antonio,22,17546.14,6444.14,5023.91,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,McAllen,TX - McAllen,71,54423.52,7722.83,6474.25,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,San Antonio,TX - San Antonio,23,29040.96,7044.74,6228.74,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Odessa,TX - Odessa,54,30729.56,7446.74,5665.19,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Odessa,TX - Odessa,81,30507.01,6461.94,4835.65,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Fort Worth,TX - Fort Worth,104,32489.22,6561.82,5378.67,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Fort Worth,TX - Fort Worth,69,23156.97,7863.35,5976.2,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Austin,TX - Austin,13,25216.15,8209.69,7063.54,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Victoria,TX - Victoria,50,65685.0,6174.3,4768.24,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Fort Worth,TX - Fort Worth,49,28029.86,6049.27,4693.33,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Temple,TX - Temple,21,32023.71,6262.95,5255.52,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,San Antonio,TX - San Antonio,14,17353.57,6174.79,5200.5,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Amarillo,TX - Amarillo,12,12493.08,6397.75,5279.58,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Corpus Christi,TX - Corpus Christi,39,39281.82,5852.9,5050.85,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,San Antonio,TX - San Antonio,40,26609.68,6586.75,5711.35,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,McAllen,TX - McAllen,65,30574.78,7448.06,6440.42,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,San Antonio,TX - San Antonio,23,19078.61,7711.48,6570.61,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Houston,TX - Houston,165,22088.03,7235.45,5730.43,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Houston,TX - Houston,43,20992.91,6934.35,5948.3,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Waco,TX - Waco,24,28963.04,5877.17,4485.71,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Houston,TX - Houston,71,37882.45,8165.1,4741.15,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Tyler,TX - Tyler,13,35803.46,6545.38,5395.85,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Dallas,TX - Dallas,68,20585.94,5745.62,4787.26,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,AR,Texarkana,AR - Texarkana,44,25992.55,5984.23,4738.82,5,6,South,South - West South Central,Arkansas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Fort Worth,TX - Fort Worth,59,40415.24,5787.81,4702.44,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Amarillo,TX - Amarillo,54,34845.13,7341.65,6089.69,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,LA,Shreveport,LA - Shreveport,25,40401.44,6399.32,5398.36,6,6,South,South - West South Central,Louisiana
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Houston,TX - Houston,43,43299.65,5341.42,4263.79,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,San Antonio,TX - San Antonio,28,23536.21,14692.61,9316.0,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Austin,TX - Austin,31,13934.45,6576.87,5486.55,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Houston,TX - Houston,93,55772.57,6591.31,5439.87,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Abilene,TX - Abilene,49,38989.71,5639.59,4611.73,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Amarillo,TX - Amarillo,132,31630.97,6561.34,4266.49,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,San Antonio,TX - San Antonio,18,10413.06,6623.28,5580.61,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Dallas,TX - Dallas,39,11214.23,5667.51,4649.1,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,San Antonio,TX - San Antonio,120,26147.92,6958.09,5201.36,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Dallas,TX - Dallas,39,27941.87,5719.56,4714.49,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Austin,TX - Austin,23,24362.17,6203.26,5389.17,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Dallas,TX - Dallas,102,26964.42,6956.82,4918.31,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Houston,TX - Houston,23,14979.61,20927.52,18770.13,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Dallas,TX - Dallas,53,24276.98,6207.96,5312.87,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Bryan,TX - Bryan,31,51643.23,5719.29,4717.35,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Dallas,TX - Dallas,63,26926.51,6039.03,5083.86,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Houston,TX - Houston,26,30795.0,6981.92,6049.46,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,San Angelo,TX - San Angelo,27,40226.0,5975.04,5048.22,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Beaumont,TX - Beaumont,74,27950.77,6369.93,5357.84,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Houston,TX - Houston,36,27629.47,6691.89,5186.17,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Waco,TX - Waco,36,16105.36,7730.64,6826.75,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Fort Worth,TX - Fort Worth,32,25852.13,6413.56,5478.19,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Dallas,TX - Dallas,48,17329.73,6370.52,5268.81,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Houston,TX - Houston,185,41198.85,8069.32,5549.57,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Amarillo,TX - Amarillo,13,14622.69,7298.77,6018.92,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Houston,TX - Houston,28,13932.57,6251.82,5315.68,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Dallas,TX - Dallas,77,27399.18,5232.23,4204.75,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,San Antonio,TX - San Antonio,286,43374.42,7343.64,5502.63,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Dallas,TX - Dallas,109,39046.05,5704.74,4519.35,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Houston,TX - Houston,23,35721.48,6048.0,5232.0,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Lubbock,TX - Lubbock,11,11750.82,8372.55,7578.73,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Waco,TX - Waco,21,22353.05,6657.29,5036.24,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Dallas,TX - Dallas,57,62378.35,7840.49,5124.47,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Abilene,TX - Abilene,23,15945.09,6036.83,5164.13,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Fort Worth,TX - Fort Worth,15,16886.4,6497.0,4725.67,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Houston,TX - Houston,43,42956.21,6932.74,5802.79,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Austin,TX - Austin,85,32903.42,6886.19,5721.53,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Dallas,TX - Dallas,29,45652.31,5844.76,4809.59,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Fort Worth,TX - Fort Worth,30,23365.1,6765.97,5770.5,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Beaumont,TX - Beaumont,23,17744.17,6417.43,5192.22,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Dallas,TX - Dallas,105,30924.9,6594.53,5472.42,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Dallas,TX - Dallas,47,23341.13,5755.83,4295.94,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Tyler,TX - Tyler,20,46888.9,6131.35,5379.75,7,5,South,South - West South Central,Texas
194,SIMPLE PNEUMONIA & PLEURISY W CC,TX,Houston,TX - Houston,33,44621.82,5354.52,4173.61,7,5,South,South - West South Central,Texas
